"name","gender","country","sport","birth_date","height","weight","age"
"LAWRENCE Matthew","Male","Mozambique","Swimming",2003-12-27,0,0,20
"DONELLI Denise","Female","Mozambique","Swimming",1996-05-20,0,0,28
"DRUENNE Theo","Male","Monaco","Swimming",2005-07-19,0,0,19
"RIORDAN Erin","Female","Ireland","Swimming",1999-09-02,0,0,24
"RYAN Shane","Male","Ireland","Swimming",1994-01-27,0,0,30
"CISTERNAS Eduardo","Male","Chile","Swimming",2004-01-10,0,0,20
"KOBRICH Kristel","Female","Chile","Swimming",1985-08-09,0,0,38
"WUILLIEZ Jadon","Male","Antigua and Barbuda","Swimming",2002-06-13,0,0,22
"SHAW Ellie","Female","Antigua and Barbuda","Swimming",2008-08-10,0,0,15
"ALMUKHTAR Mek","Female","Libya","Swimming",2006-09-03,0,0,17
"ANWARI Fahim","Male","Afghanistan","Swimming",1999-05-05,0,0,25
"ROMANCHUK Mykhailo","Male","Ukraine","Swimming",1996-08-07,0,0,27
"BUKHOV Vladyslav","Male","Ukraine","Swimming",2002-07-05,0,0,22
"KESIL Denys","Male","Ukraine","Swimming",2000-10-26,0,0,23
"ZHELTIAKOV Oleksandr","Male","Ukraine","Swimming",2005-11-15,0,0,18
"KIHLENG Kestra","Female","Micronesia","Swimming",2003-08-12,0,0,20
"KOUMA Alexien","Male","Mali","Swimming",2005-02-08,0,0,19
"DIABATE Aichata","Female","Mali","Swimming",2005-08-28,0,0,18
"McCUTCHEON Anahira","Female","Fiji","Swimming",2009-10-05,0,0,14
"KIRBY Jack","Male","Barbados","Swimming",2000-07-24,0,0,24
"MECA Kaltra","Female","Albania","Swimming",2008-03-26,0,0,16
"KOXHAKU Grisi","Male","Albania","Swimming",2006-03-24,0,0,18
"EL FALLAKI Ilias","Male","Morocco","Swimming",2006-02-05,0,0,18
"EL BARODI Imane Houda","Female","Morocco","Swimming",2001-02-21,0,0,23
"MITSIN Petar Petrov","Male","Bulgaria","Swimming",2005-08-19,0,0,18
"MILADINOV Josif","Male","Bulgaria","Swimming",2003-06-23,0,0,21
"EPITROPOV Lyubomir","Male","Bulgaria","Swimming",1999-04-27,0,0,25
"GEORGIEVA Gabriela","Female","Bulgaria","Swimming",1997-06-16,0,0,27
"PINA Jayla","Female","Cabo Verde","Swimming",2004-07-23,0,0,20
"SHAIG Aishath Ulya","Female","Maldives","Swimming",2002-10-19,0,0,21
"BATBAYAR Enkhkhuslen","Female","Mongolia","Swimming",2001-12-14,0,0,22
"NWANDU Adaku","Female","Nigeria","Swimming",2007-09-29,0,0,16
"BAYER Valentin","Male","Austria","Swimming",1999-12-08,0,0,24
"BUCHER Simon","Male","Austria","Swimming",2000-05-23,0,0,24
"ESPERNBERGER Martin","Male","Austria","Swimming",2003-12-20,0,0,20
"GIGLER Heiko","Male","Austria","Swimming",1996-06-17,0,0,28
"KREUNDL Lena","Female","Austria","Swimming",1997-09-19,0,0,26
"REITSHAMMER Bernhard","Male","Austria","Swimming",1994-06-17,0,0,30
"HOOST Irvin","Male","Suriname","Swimming",1999-04-19,0,0,25
"AL-WIR Amro","Male","Jordan","Swimming",2001-01-23,0,0,23
"BELBEISI Karin","Female","Jordan","Swimming",2008-12-21,0,0,15
"HOSEI Yuri","Female","Palau","Swimming",2005-05-20,0,0,19
"VO Thi My Tien","Female","Vietnam","Swimming",2005-10-29,0,0,18
"PANSTKHAVA Noe","Male","Georgia","Swimming",2006-03-13,0,0,18
"NIZHARADZE Ana","Female","Georgia","Swimming",2008-10-19,0,0,15
"GAN Ching Hwee","Female","Singapore","Swimming",2003-07-22,0,0,21
"DALEIDEN CIUFERRI Ralph","Male","Luxembourg","Swimming",2003-03-25,0,0,21
"HERNANDEZ Nixon","Male","El Salvador","Swimming",1997-10-08,0,0,26
"MARQUEZ Celina","Female","El Salvador","Swimming",1999-07-16,0,0,25
"PETRASHOV Denis","Male","Kyrgyzstan","Swimming",2000-02-01,0,0,24
"GREENE Darragh","Male","Ireland","Swimming",1995-10-20,0,0,28
"SALEEM Ziyad","Male","Sudan","Swimming",2003-03-24,0,0,21
"COLEMAN Michelle","Female","Sweden","Swimming",1993-10-31,0,0,30
"ELIASSON Isak","Male","Sweden","Swimming",1996-01-22,0,0,28
"PERSSON Elias","Male","Sweden","Swimming",2002-04-03,0,0,22
"HANSON Robin","Male","Sweden","Swimming",2001-04-02,0,0,23
"HANSSON Sophie","Female","Sweden","Swimming",1998-08-02,0,0,25
"HANSSON Louise","Female","Sweden","Swimming",1996-11-24,0,0,27
"JUNEVIK Sara","Female","Sweden","Swimming",2000-02-14,0,0,24
"PERSSON Erik","Male","Sweden","Swimming",1994-01-12,0,0,30
"SEELIGER Bjoern","Male","Sweden","Swimming",2000-01-11,0,0,24
"SJOESTROEM Sarah","Female","Sweden","Swimming",1993-08-17,0,0,30
"AASTEDT Sofia","Female","Sweden","Swimming",2003-11-13,0,0,20
"ROSVALL Hanna","Female","Sweden","Swimming",2000-02-10,0,0,24
"SAADELDIN Rana","Female","Sudan","Swimming",2008-08-04,0,0,15
"CONNOLLY Lanihei","Female","Cook Islands","Swimming",2005-12-30,0,0,18
"LIA Nicholas","Male","Norway","Swimming",2001-02-13,0,0,23
"JOENTVEDT Jon","Male","Norway","Swimming",2003-07-28,0,0,20
"MASIUK Ksawery","Male","Poland","Swimming",2004-12-17,0,0,19
"KALUSOWSKI Jan","Male","Poland","Swimming",2000-03-12,0,0,24
"MAIK Julia","Female","Poland","Swimming",2003-09-23,0,0,20
"SIERADZKI Kamil","Male","Poland","Swimming",2002-01-11,0,0,22
"JASKIEWICZ Adrian","Male","Poland","Swimming",2002-01-31,0,0,22
"BERNAT Laura","Female","Poland","Swimming",2005-09-28,0,0,18
"PISKORSKA Adela","Female","Poland","Swimming",2003-11-16,0,0,20
"MAJERSKI Jakub","Male","Poland","Swimming",2000-08-18,0,0,23
"WASICK Katarzyna","Female","Poland","Swimming",1992-03-22,0,0,32
"FAMULOK Zuzanna","Female","Poland","Swimming",2003-11-14,0,0,20
"LUDWICZAK Piotr","Male","Poland","Swimming",1996-05-01,0,0,28
"PEDA Paulina","Female","Poland","Swimming",1998-03-18,0,0,26
"DUDYS Dominik","Male","Poland","Swimming",2002-08-23,0,0,21
"PISZCZOROWICZ Bartosz","Male","Poland","Swimming",1999-10-23,0,0,24
"STOKOWSKI Kacper","Male","Poland","Swimming",1999-01-06,0,0,25
"CHMIELEWSKI Krzysztof","Male","Poland","Swimming",2004-06-08,0,0,20
"CHMIELEWSKI Michal","Male","Poland","Swimming",2004-06-08,0,0,20
"FIEDKIEWICZ Kornelia","Female","Poland","Swimming",2001-08-05,0,0,22
"SZTANDERA Dominika","Female","Poland","Swimming",1997-01-19,0,0,27
"CHOWANIEC Mateusz","Male","Poland","Swimming",2003-10-03,0,0,20
"BRUNLEHNER Maria","Female","Kenya","Swimming",2000-04-01,0,0,24
"MOHAMED Ridhwan Abubakar Bwana","Male","Kenya","Swimming",2000-08-15,0,0,23
"YOUNG David","Male","Fiji","Swimming",2005-03-23,0,0,19
"WANG Kuan-Hung","Male","Chinese Taipei","Swimming",2002-01-23,0,0,22
"BATBAYAR Enkhtamir","Male","Mongolia","Swimming",2004-09-27,0,0,19
"OGRETIR Berkay","Male","Türkiye","Swimming",1998-02-16,0,0,26
"SAKA Berke","Male","Türkiye","Swimming",2003-07-09,0,0,21
"SALCUTAN Tatiana","Female","Republic of Moldova","Swimming",2001-04-16,0,0,23
"ALOVATKI Pavel","Male","Republic of Moldova","Swimming",2003-10-31,0,0,20
"KOURAOGO Iman","Female","Burkina Faso","Swimming",2006-05-09,0,0,18
"DONMEZ Ecem","Female","Türkiye","Swimming",1998-10-29,0,0,25
"OZDEMIR Ela Naz","Female","Türkiye","Swimming",2006-04-23,0,0,18
"GUVENC Gizem","Female","Türkiye","Swimming",2002-08-09,0,0,21
"BILGIN Zehra","Female","Türkiye","Swimming",2002-04-27,0,0,22
"ABDALLA SALAH Lojine","Female","Egypt","Swimming",2004-11-23,0,0,19
"ELKAMASH Marwan","Male","Egypt","Swimming",1993-11-14,0,0,30
"MITSUI Airi","Female","Japan","Swimming",2004-06-12,0,0,20
"TAKEHARA Hidekazu","Male","Japan","Swimming",2004-04-27,0,0,20
"MAKINO Hiroko","Female","Japan","Swimming",1999-08-20,0,0,24
"TERAKADO Genki","Male","Japan","Swimming",2003-01-06,0,0,21
"MANO Hidenari","Male","Japan","Swimming",2000-07-06,0,0,24
"HANAGURUMA Yu","Male","Japan","Swimming",2000-01-28,0,0,24
"NARITA Mio","Female","Japan","Swimming",2006-12-18,0,0,17
"IKEE Rikako","Female","Japan","Swimming",2000-07-04,0,0,24
"SUZUKI Satomi","Female","Japan","Swimming",1991-01-29,0,0,33
"IKEMOTO Nagisa","Female","Japan","Swimming",2002-08-25,0,0,21
"SHIRAI Rio","Female","Japan","Swimming",1999-09-10,0,0,24
"TANIGAWA Ageha","Female","Japan","Swimming",2003-06-15,0,0,21
"OHASHI Yui","Female","Japan","Swimming",1995-10-18,0,0,28
"AOKI Reona","Female","Japan","Swimming",1995-02-24,0,0,29
"KOBORI Waka","Female","Japan","Swimming",2000-08-10,0,0,23
"HONDA Tomoru","Male","Japan","Swimming",2001-12-31,0,0,22
"MIZUNUMA Naoki","Male","Japan","Swimming",1996-12-13,0,0,27
"MATSUMOTO Katsuhiro","Male","Japan","Swimming",1997-02-28,0,0,27
"WATANABE Ippei","Male","Japan","Swimming",1997-03-18,0,0,27
"SETO Daiya","Male","Japan","Swimming",1994-05-24,0,0,30
"KULJACA Jovana","Female","Montenegro","Swimming",2004-05-06,0,0,20
"MILENKOVIC Milos","Male","Montenegro","Swimming",2005-07-12,0,0,19
"BIANCHI Loris","Male","San Marino","Swimming",2001-08-01,0,0,22
"EBBESEN Elisabeth Sabroe","Female","Denmark","Swimming",2002-03-22,0,0,22
"BACH Helena Rosendahl","Female","Denmark","Swimming",2000-06-12,0,0,24
"JENSEN Julie Ke","Female","Denmark","Swimming",2000-01-03,0,0,24
"DAMBORG Martine","Female","Denmark","Swimming",2007-05-07,0,0,17
"TABOR Schastine","Female","Denmark","Swimming",2005-02-18,0,0,19
"BRO Signe","Female","Denmark","Swimming",1999-03-05,0,0,25
"BLOMSTERBERG Thea","Female","Denmark","Swimming",2002-01-09,0,0,22
"NAPARE Souleymane","Male","Burkina Faso","Swimming",2003-03-31,0,0,21
"MASO Alaa","Male","EOR","Swimming",2000-01-01,0,0,24
"BALSINI Matin","Male","EOR","Swimming",2001-02-19,0,0,23
"GRACIK Daniel","Male","Czechia","Swimming",2004-10-15,0,0,19
"HORSKA Kristyna","Female","Czechia","Swimming",1997-09-30,0,0,26
"KNEDLA Miroslav","Male","Czechia","Swimming",2005-07-18,0,0,19
"SEEMANOVA Barbora","Female","Czechia","Swimming",2000-04-01,0,0,24
"DUMONT Valentine","Female","Belgium","Swimming",2000-07-02,0,0,24
"HENVEAUX Lucas","Male","Belgium","Swimming",2000-09-25,0,0,23
"AL-OBAIDLY Abdulaziz","Male","Qatar","Swimming",2001-09-28,0,0,22
"KHATUN Mst Sonia","Female","Bangladesh","Swimming",1999-09-10,0,0,24
"MARAANA Adam","Male","Israel","Swimming",2003-07-07,0,0,21
"MUREZ Andrea","Female","Israel","Swimming",1992-01-29,0,0,32
"BARZELAY Aviv","Female","Israel","Swimming",2002-05-28,0,0,22
"SPITZ Ayla","Female","Israel","Swimming",2001-01-08,0,0,23
"SOLOVEYCHIK Bar","Male","Israel","Swimming",2000-08-15,0,0,23
"GORBENKO Anastasia","Female","Israel","Swimming",2003-08-07,0,0,20
"GOLOVATY Daria","Female","Israel","Swimming",2005-08-30,0,0,18
"GERCHIK David","Male","Israel","Swimming",2001-02-20,0,0,23
"LOKTEV Denis","Male","Israel","Swimming",2000-04-06,0,0,24
"BEN SHITRIT Eitan","Male","Israel","Swimming",2003-06-02,0,0,21
"COHEN GROUMI Gal","Male","Israel","Swimming",2002-04-22,0,0,22
"POLONSKY Lea","Female","Israel","Swimming",2002-05-25,0,0,22
"KARTAVI Martin","Male","Israel","Swimming",2004-03-09,0,0,20
"CHERUTI Meiron Amir","Male","Israel","Swimming",1997-10-19,0,0,26
"POLONSKY Ron","Male","Israel","Swimming",2001-03-28,0,0,23
"FRANKEL Tomer","Male","Israel","Swimming",2000-10-18,0,0,23
"GLIVINSKIY Alexey","Male","Israel","Swimming",2004-09-23,0,0,19
"HARVEY Jack","Male","Bermuda","Swimming",2003-05-06,0,0,21
"WYSE Joshua","Male","Sierra Leone","Swimming",2001-03-24,0,0,23
"CHO Sung Jae","Male","Korea","Swimming",2001-03-13,0,0,23
"CHOI Dongyeol","Male","Korea","Swimming",1999-05-01,0,0,25
"HUR Yeonkyung","Female","Korea","Swimming",2005-12-16,0,0,18
"HWANG Sunwoo","Male","Korea","Swimming",2003-05-21,0,0,21
"JI Yuchan","Male","Korea","Swimming",2002-08-24,0,0,21
"KIM Jihun","Male","Korea","Swimming",2000-05-15,0,0,24
"KIM Minseo","Male","Korea","Swimming",2004-03-18,0,0,20
"KIM Seoyeong","Female","Korea","Swimming",1994-03-17,0,0,30
"KIM Yeonghyeon","Male","Korea","Swimming",2004-03-03,0,0,20
"LEE Eunji","Female","Korea","Swimming",2006-07-23,0,0,18
"LEE Hojoon","Male","Korea","Swimming",2001-02-14,0,0,23
"LEE Juho","Male","Korea","Swimming",1995-01-23,0,0,29
"LEE Yooyeon","Male","Korea","Swimming",2000-09-04,0,0,23
"YANG Jaehoon","Male","Korea","Swimming",1998-05-07,0,0,26
"PECHERSKIKH Elizaveta","Female","Kyrgyzstan","Swimming",2004-08-25,0,0,19
"ABRAHAM Lilla Minna","Female","Hungary","Swimming",2006-03-23,0,0,18
"HOLLO Balazs","Male","Hungary","Swimming",1999-02-10,0,0,25
"JACKL Vivien","Female","Hungary","Swimming",2008-10-17,0,0,15
"JASZO Adam","Male","Hungary","Swimming",2002-07-05,0,0,22
"ANDERSON Freya","Female","Great Britain","Swimming",2001-03-04,0,0,23
"BIRD Kieran","Male","Great Britain","Swimming",1999-09-02,0,0,24
"COHOON Alexander","Male","Great Britain","Swimming",2002-09-17,0,0,21
"COLBERT Freya Constance","Female","Great Britain","Swimming",2004-03-08,0,0,20
"DAWSON Kathleen","Female","Great Britain","Swimming",1997-10-03,0,0,26
"DEAN Tom","Male","Great Britain","Swimming",2000-05-02,0,0,24
"GREENBANK Luke","Male","Great Britain","Swimming",1997-09-17,0,0,26
"GUY James","Male","Great Britain","Swimming",1995-11-26,0,0,28
"HARRIS Medi Eira","Female","Great Britain","Swimming",2002-09-15,0,0,21
"HOPE Lucy","Female","Great Britain","Swimming",1997-01-30,0,0,27
"HOPKIN Anna","Female","Great Britain","Swimming",1996-04-24,0,0,28
"JERVIS Daniel","Male","Great Britain","Swimming",1996-06-09,0,0,28
"LITCHFIELD Joe Richard","Male","Great Britain","Swimming",1998-07-08,0,0,26
"MACINNES Keanna Louise","Female","Great Britain","Swimming",2001-08-19,0,0,22
"McMILLAN Jack","Male","Great Britain","Swimming",2000-01-14,0,0,24
"MORGAN Oliver","Male","Great Britain","Swimming",2003-06-11,0,0,21
"OKARO Eva","Female","Great Britain","Swimming",2006-11-10,0,0,17
"PROUD Benjamin","Male","Great Britain","Swimming",1994-09-21,0,0,29
"RICHARDS Matthew","Male","Great Britain","Swimming",2002-12-17,0,0,21
"SCOTT Duncan","Male","Great Britain","Swimming",1997-05-06,0,0,27
"SHANAHAN Katie","Female","Great Britain","Swimming",2004-06-25,0,0,20
"STEPHENS Laura","Female","Great Britain","Swimming",1999-06-02,0,0,25
"WHITTLE Jacob Henry","Male","Great Britain","Swimming",2004-09-25,0,0,19
"WILBY James","Male","Great Britain","Swimming",1993-11-12,0,0,30
"WOOD Abbie","Female","Great Britain","Swimming",1999-03-02,0,0,25
"KAPAS Boglarka","Female","Hungary","Swimming",1993-04-22,0,0,31
"KESELY Ajna","Female","Hungary","Swimming",2001-09-10,0,0,22
"KOS Hubert","Male","Hungary","Swimming",2003-03-28,0,0,21
"LIMA Lia","Female","Angola","Swimming",2001-09-09,0,0,22
"MASCARENHAS Henrique","Male","Angola","Swimming",2001-06-21,0,0,23
"MARTON Richard","Male","Hungary","Swimming",1999-10-07,0,0,24
"MILAK Kristof","Male","Hungary","Swimming",2000-02-20,0,0,24
"MOLNAR Dora","Female","Hungary","Swimming",2006-06-29,0,0,18
"NEMETH Nandor","Male","Hungary","Swimming",1999-11-19,0,0,24
"PADAR Nikolett","Female","Hungary","Swimming",2006-03-30,0,0,18
"GOSE Isabel","Female","Germany","Swimming",2002-05-09,0,0,22
"MROZINSKI Julia","Female","Germany","Swimming",2000-02-16,0,0,24
"RIEDEMANN Laura","Female","Germany","Swimming",1998-05-29,0,0,26
"ULRICH Marek","Male","Germany","Swimming",1997-01-12,0,0,27
"ARMBRUSTER Luca","Male","Germany","Swimming",2001-11-05,0,0,22
"KOEHLER Angelina","Female","Germany","Swimming",2000-11-12,0,0,23
"MIROSLAW Rafael","Male","Germany","Swimming",2001-03-25,0,0,23
"SALCHOW Josha","Male","Germany","Swimming",1999-07-02,0,0,25
"SCHWARZ Sven","Male","Germany","Swimming",2002-01-31,0,0,22
"ELENDT Anna","Female","Germany","Swimming",2001-09-04,0,0,22
"MAERTENS Lukas","Male","Germany","Swimming",2001-12-27,0,0,22
"MATZERATH Lucas","Male","Germany","Swimming",2000-05-03,0,0,24
"SORGIUS Timo","Male","Germany","Swimming",2003-07-05,0,0,21
"BUESSING Cedric","Male","Germany","Swimming",2003-10-17,0,0,20
"IMOUDU Melvin","Male","Germany","Swimming",1999-01-27,0,0,25
"SELIN Artem","Male","Germany","Swimming",2002-05-21,0,0,22
"BRAUNSCHWEIG Ole","Male","Germany","Swimming",1997-11-15,0,0,26
"HOLT Nina","Female","Germany","Swimming",2003-02-01,0,0,21
"VARJASI Peter","Male","Germany","Swimming",2000-01-18,0,0,24
"SCHULZE Nele","Female","Germany","Swimming",2004-02-20,0,0,20
"WINKLER Kaii","Male","Germany","Swimming",2006-03-27,0,0,18
"TAYLOR Lamar","Male","Bahamas","Swimming",2003-06-21,0,0,21
"GIBBS Rhanishka","Female","Bahamas","Swimming",2006-04-19,0,0,18
"MESTRE VIVAS Alfonso Enrique","Male","Venezuela","Swimming",2001-09-24,0,0,22
"AHMADOU YOUSSOUFOU Salima","Female","Niger","Swimming",2003-10-21,0,0,20
"MAMANE HAMISSOU ABBA Marouane","Male","Niger","Swimming",2009-01-21,0,0,15
"WONG Hayley","Female","Brunei Darussalam","Swimming",2008-05-13,0,0,16
"LATIFF Sophia","Female","Tanzania","Swimming",2006-12-24,0,0,17
"NABI Jehanara","Female","Pakistan","Swimming",2004-07-14,0,0,20
"SARKANY Zalan","Male","Hungary","Swimming",2003-10-15,0,0,20
"TEELUCK Anishta","Female","Mauritius","Swimming",2001-05-07,0,0,23
"SEBESTYEN Dalma","Female","Hungary","Swimming",1997-01-23,0,0,27
"SENANSZKY Petra","Female","Hungary","Swimming",1994-01-10,0,0,30
"SZABO-FELTOTHY Eszter","Female","Hungary","Swimming",2002-01-04,0,0,22
"SZABO Szebasztian","Male","Hungary","Swimming",1996-03-11,0,0,28
"KIRPICHNIKOVA Anastasiia","Female","France","Swimming",2000-06-24,0,0,24
"BONNET Charlotte","Female","France","Swimming",1995-02-14,0,0,29
"GASTALDELLO Beryl","Female","France","Swimming",1995-02-16,0,0,29
"HENIQUE Melanie","Female","France","Swimming",1992-12-22,0,0,31
"JEHL Marina","Female","France","Swimming",2001-12-05,0,0,22
"MAHIEU Pauline","Female","France","Swimming",1999-03-13,0,0,25
"MOLUH Mary-Ambre","Female","France","Swimming",2005-09-09,0,0,18
"NOWACZYK Lison","Female","France","Swimming",2003-01-27,0,0,21
"RESSENCOURT Lilou","Female","France","Swimming",2003-06-05,0,0,21
"TEREBO Emma","Female","France","Swimming",1998-07-10,0,0,26
"TESSARIOL Lucile","Female","France","Swimming",2004-01-06,0,0,20
"TOUATI Assia","Female","France","Swimming",1995-04-23,0,0,29
"WATTEL Marie","Female","France","Swimming",1997-06-02,0,0,27
"AUBRY David","Male","France","Swimming",1996-11-08,0,0,27
"BRICOUT Pacome","Male","France","Swimming",2005-02-05,0,0,19
"FENTE--DAMERS Rafael","Male","France","Swimming",2006-10-17,0,0,17
"FUCHS Roman","Male","France","Swimming",1998-01-14,0,0,26
"GROUSSET Maxime","Male","France","Swimming",1999-04-24,0,0,25
"GUTH Guillaume","Male","France","Swimming",2000-01-13,0,0,24
"JOLY Damien","Male","France","Swimming",1992-06-04,0,0,32
"le GOFF Yann","Male","France","Swimming",2003-02-09,0,0,21
"MANAUDOU Florent","Male","France","Swimming",1990-11-12,0,0,33
"MARCHAND Leon","Male","France","Swimming",2002-05-17,0,0,22
"NDOYE-BROUARD Yohann","Male","France","Swimming",2000-11-29,0,0,23
"SALVAN Hadrien","Male","France","Swimming",1997-07-10,0,0,27
"SECCHI Clement","Male","France","Swimming",2000-05-04,0,0,24
"TOMAC Mewen","Male","France","Swimming",2001-09-11,0,0,22
"VIQUERAT Antoine","Male","France","Swimming",1998-10-05,0,0,25
"YEBBA W. Amazigh","Male","France","Swimming",2000-04-08,0,0,24
"HULKKO Ida","Female","Finland","Swimming",1998-12-12,0,0,25
"MATTSSON Matti","Male","Finland","Swimming",1993-10-05,0,0,30
"TELEGDY Adam","Male","Hungary","Swimming",1995-11-01,0,0,28
"UGRAI Panna","Female","Hungary","Swimming",2004-10-18,0,0,19
"SALIBOKO Collins","Male","Tanzania","Swimming",2002-04-09,0,0,22
"ZOMBORI Gabor","Male","Hungary","Swimming",2002-10-08,0,NA,21
"DOUILLET Ionnah Eliane","Female","Benin","Swimming",2007-11-28,0,0,16
"KPADE Alexis Michel Roger Dodji","Male","Benin","Swimming",2005-11-11,0,0,18
"MESTRE Alberto","Male","Venezuela","Swimming",1999-02-10,0,0,25
"YEGRES COTTIN Maria Victoria","Female","Venezuela","Swimming",2005-11-23,0,0,18
"DUSA Matej","Male","Slovakia","Swimming",2000-07-10,0,0,24
"POTOCKA Tamara","Female","Slovakia","Swimming",2002-08-15,0,0,21
"NOLLES Leo","Male","Uruguay","Swimming",2003-04-12,0,0,21
"FRANK Nicole","Female","Uruguay","Swimming",2003-09-08,0,0,20
"RINCON VELASCO Anthony","Male","Colombia","Swimming",2001-04-20,0,0,23
"FERGUSON Zuri","Female","Trinidad and Tobago","Swimming",2007-03-01,0,0,17
"CARTER Dylan","Male","Trinidad and Tobago","Swimming",1996-01-01,0,0,28
"CHAN Zeke","Male","Brunei Darussalam","Swimming",2007-08-30,0,0,16
"VANOTTERDIJK Roos","Female","Belgium","Swimming",2005-01-07,0,0,19
"MANUCHARYAN Varsenik","Female","Armenia","Swimming",2003-07-11,0,0,21
"BARSEGHYAN Artur","Male","Armenia","Swimming",2002-03-29,0,0,22
"SCHOFIELD Jasmine","Female","Dominica","Swimming",2005-11-14,0,0,18
"LAWRENCE Warren Adam","Male","Dominica","Swimming",2003-05-14,0,0,21
"RAHARVEL Jonathan","Male","Madagascar","Swimming",2002-04-24,0,0,22
"LYN Sabrina","Female","Jamaica","Swimming",2004-04-26,0,0,20
"KIRLEW Josh","Male","Jamaica","Swimming",1999-09-09,0,0,24
"JEFIMOVA Eneli","Female","Estonia","Swimming",2006-12-27,0,0,17
"ZIRK Kregor","Male","Estonia","Swimming",1999-07-03,0,0,25
"COLLYMORE Tilly","Female","Grenada","Swimming",2007-11-27,0,0,16
"HO Ian Yentou","Male","Hong Kong, China","Swimming",1997-04-25,0,0,27
"AU Hoi Shun Stephanie","Female","Hong Kong, China","Swimming",1992-05-30,0,0,32
"CHENG Camille Lily Mei","Female","Hong Kong, China","Swimming",1993-05-09,0,0,31
"HAUGHEY Siobhan Bernadette","Female","Hong Kong, China","Swimming",1997-10-31,0,0,26
"KAN Cheuk Tung Natalie","Female","Hong Kong, China","Swimming",2002-04-30,0,0,22
"TAM Hoi Lam","Female","Hong Kong, China","Swimming",1998-04-21,0,0,26
"CHEUNG Sum Yuet Cindy","Female","Hong Kong, China","Swimming",2006-08-09,0,0,17
"PRIMOVA Aynura","Female","Turkmenistan","Swimming",2006-09-02,0,0,17
"QUADARELLA Simona","Female","Italy","Swimming",1998-12-18,0,0,25
"MARTINENGHI Nicolo","Male","Italy","Swimming",1999-08-01,0,0,24
"FRIGO Manuel","Male","Italy","Swimming",1997-02-18,0,0,27
"CECCON Thomas","Male","Italy","Swimming",2001-01-27,0,0,23
"MIRESSI Alessandro","Male","Italy","Swimming",1998-10-02,0,0,25
"RAZZETTI Alberto","Male","Italy","Swimming",1999-06-02,0,0,25
"PILATO Benedetta","Female","Italy","Swimming",2005-01-18,0,0,19
"FRANCESCHI Sara","Female","Italy","Swimming",1999-02-01,0,0,25
"ZAZZERI Lorenzo","Male","Italy","Swimming",1994-08-09,0,0,29
"CARINI Giacomo","Male","Italy","Swimming",1997-07-02,0,0,27
"CONTE BONIN Paolo","Male","Italy","Swimming",2002-02-09,0,0,22
"de TULLIO Luca","Male","Italy","Swimming",2003-09-21,0,0,20
"de TULLIO Marco","Male","Italy","Swimming",2000-09-21,0,0,23
"DEPLANO Leonardo","Male","Italy","Swimming",1999-07-21,0,0,25
"LAMBERTI Matteo","Male","Italy","Swimming",1999-03-24,0,0,25
"LAMBERTI Michele","Male","Italy","Swimming",2000-11-03,0,0,23
"MEGLI Filippo","Male","Italy","Swimming",1997-05-10,0,0,27
"RAGAINI Alessandro","Male","Italy","Swimming",2006-08-02,0,0,17
"RESTIVO Matteo","Male","Italy","Swimming",1994-11-04,0,0,29
"VIBERTI Ludovico Blu Art","Male","Italy","Swimming",2002-02-08,0,0,22
"ANGIOLINI Lisa","Female","Italy","Swimming",1995-06-29,0,0,29
"COCCONCELLI Costanza","Female","Italy","Swimming",2002-01-26,0,0,22
"D'INNOCENZO Giulia","Female","Italy","Swimming",2002-05-17,0,0,22
"CURTIS Sara","Female","Italy","Swimming",2006-08-19,0,0,17
"FANGIO Francesca","Female","Italy","Swimming",1995-08-17,0,0,28
"MENICUCCI Emma Virginia","Female","Italy","Swimming",2002-05-11,0,0,22
"MORINI Sofia","Female","Italy","Swimming",2003-03-08,0,0,21
"PANZIERA Margherita","Female","Italy","Swimming",1995-08-12,0,0,28
"RAMATELLI Giulia","Female","Italy","Swimming",2000-09-09,0,0,23
"SCOTTO di CARLO Viola","Female","Italy","Swimming",2003-06-27,0,0,21
"TARANTINO Chiara","Female","Italy","Swimming",2003-08-14,0,0,20
"BIAGIOTTI Matilde","Female","Italy","Swimming",2005-09-20,0,0,18
"AVILA MANCIA Julimar","Female","Honduras","Swimming",1997-01-21,0,0,27
"HORREGO Julio","Male","Honduras","Swimming",1998-10-08,0,0,25
"PHIRI Mia","Female","Zambia","Swimming",2003-05-05,0,0,21
"SHAMAMBO Damien","Male","Zambia","Swimming",2003-08-19,0,0,20
"SRISA - ARD Jenjira","Female","Thailand","Swimming",1995-04-16,0,0,29
"KAEWSRIYONG Dulyawat","Male","Thailand","Swimming",2002-08-13,0,0,21
"MILJENIC Nikola","Male","Croatia","Swimming",1998-05-19,0,0,26
"PAVALIC Jana","Female","Croatia","Swimming",2007-05-27,0,0,17
"ZUBAID Mohamad","Male","Kuwait","Swimming",2008-03-30,0,0,16
"DASHTI Lara","Female","Kuwait","Swimming",2004-01-24,0,0,20
"JORUNNARDOTTIR Snaefridur Sol","Female","Iceland","Swimming",2000-10-31,0,0,23
"McKEE Anton","Male","Iceland","Swimming",1993-12-18,0,0,30
"TENGUE Terence","Male","Centr Afric Re","Swimming",2005-10-26,0,0,18
"ANDET Tracy Marine","Female","Centr Afric Re","Swimming",2005-10-04,0,0,18
