"name","gender","country","sport","birth_date","height","weight","age"
"HOUSSEIN Alexandre","Male","Djibouti","Judo",1998-03-28,0,0,26
"MAAN Tulika","Female","India","Judo",1998-09-09,0,0,25
"MARTINEZ Paulina","Female","Mexico","Judo",1999-04-10,0,0,25
"AWITI ALCARAZ Prisca","Female","Mexico","Judo",1996-02-20,0,0,28
"GERBEKOV Askerbii","Male","Bahrain","Judo",1996-06-01,0,0,28
"BOUSHITA Abderrahmane","Male","Morocco","Judo",1997-09-05,0,0,26
"de OLIVEIRA Roldeney","Male","Sao Tome & Principe","Judo",2000-07-04,0,0,24
"CRET Alex","Male","Romania","Judo",2002-02-09,0,0,22
"IRAOUI Soumiya","Female","Morocco","Judo",1996-03-19,0,0,28
"MOUTII Achraf","Male","Morocco","Judo",1996-12-04,0,0,27
"USTOPIRIYON Komronshokh","Male","Tajikistan","Judo",1993-01-07,0,0,31
"CUMBO Hugo","Male","Vanuatu","Judo",1996-05-11,0,0,28
"FIORA Sofia","Female","Argentina","Judo",1996-01-08,0,0,28
"AYMARD Virginia","Female","Gabon","Judo",1995-07-08,0,0,29
"MAKABR Hesham","Male","Yemen","Judo",2004-05-03,0,0,20
"KHALMATOV Dilshot","Male","Ukraine","Judo",1998-03-07,0,0,26
"IADOV Bogdan","Male","Ukraine","Judo",1996-11-27,0,0,27
"BILODID Daria","Female","Ukraine","Judo",2000-10-10,0,0,23
"LYTVYNENKO Yelyzaveta","Female","Ukraine","Judo",2004-02-11,0,0,20
"NJIE Faye","Male","Gambia","Judo",1993-11-23,0,0,30
"NARVAEZ Gabriela","Female","Paraguay","Judo",1994-12-14,0,0,29
"GRIGALASHVILI Tato","Male","Georgia","Judo",1999-12-01,0,0,24
"LIPARTELIANI Eteri","Female","Georgia","Judo",1999-09-23,0,0,24
"BEKAURI Lasha","Male","Georgia","Judo",2000-07-26,0,0,24
"SOMKHISHVILI Sophio","Female","Georgia","Judo",2000-03-17,0,0,24
"SHAVDATUASHVILI Lasha","Male","Georgia","Judo",1992-01-31,0,0,32
"PARDAYEVA Maysa","Female","Turkmenistan","Judo",2005-02-14,0,0,19
"TUSHISHVILI Guram","Male","Georgia","Judo",1995-02-05,0,0,29
"RAHIMOV Serdar","Male","Turkmenistan","Judo",2004-02-12,0,0,20
"MARGVELASHVILI Vazha","Male","Georgia","Judo",1993-10-03,0,0,30
"ASKILASHVILI Eter","Female","Georgia","Judo",2003-10-18,0,0,20
"GANDIA Adrian","Male","Puerto Rico","Judo",1997-12-19,0,0,26
"PEREZ Maria","Female","Puerto Rico","Judo",1989-04-01,0,0,35
"KRASNIQI Distria","Female","Kosovo","Judo",1995-12-10,0,0,28
"GJAKOVA Nora","Female","Kosovo","Judo",1992-08-17,0,0,31
"FAZLIU Laura","Female","Kosovo","Judo",2000-09-28,0,0,23
"KUKA Loriana","Female","Kosovo","Judo",1997-04-05,0,0,27
"GJAKOVA Akil","Male","Kosovo","Judo",1996-01-04,0,0,28
"SULAMANIDZE Ilia","Male","Georgia","Judo",2001-06-18,0,0,23
"GADEAU Marvin","Male","Monaco","Judo",2000-09-06,0,0,23
"ASVESTA Sofia","Female","Cyprus","Judo",2000-06-05,0,0,24
"HOANG Thi Tinh","Female","Vietnam","Judo",1994-06-04,0,0,30
"MEMNELOUM Demos","Female","Chad","Judo",1994-06-06,0,0,30
"VIERU Denis","Male","Republic of Moldova","Judo",1996-03-10,0,0,28
"FERREIRA Jacira","Female","Mozambique","Judo",1997-12-16,0,0,26
"HRISTOV Mark","Male","Bulgaria","Judo",2000-04-04,0,0,24
"IVANOV Ivaylo","Male","Bulgaria","Judo",1994-07-20,0,0,30
"SANCHO Sebastian","Male","Costa Rica","Judo",1998-08-25,0,0,25
"WAGNER Anna-Maria","Female","Germany","Judo",1996-05-17,0,0,28
"BUTKEREIT Miriam","Female","Germany","Judo",1994-05-08,0,0,30
"MENZ Katharina","Female","Germany","Judo",1990-10-08,0,0,33
"STARKE Pauline","Female","Germany","Judo",1997-07-31,0,0,26
"LUCHT Renee","Female","Germany","Judo",1998-09-17,0,0,25
"WANDTKE Igor","Male","Germany","Judo",1990-11-03,0,0,33
"TRIPPEL Eduard","Male","Germany","Judo",1997-03-26,0,0,27
"CAVELIUS Timo","Male","Germany","Judo",1996-10-17,0,0,27
"ABRAMOV Erik","Male","Germany","Judo",1999-07-01,0,0,25
"BALLHAUS Mascha","Female","Germany","Judo",2000-07-27,0,0,23
"OSMANOV Adil","Male","Republic of Moldova","Judo",2000-07-02,0,0,24
"LATISEV Mihail","Male","Republic of Moldova","Judo",2003-11-20,0,0,20
"RUZIEV Doston","Male","Uzbekistan","Judo",1996-07-10,0,0,28
"NURILLAEV Sardor","Male","Uzbekistan","Judo",1994-11-12,0,0,29
"CABANA PEREZ Cristina","Female","Spain","Judo",1993-05-06,0,0,31
"CASES ROCA Salvador","Male","Spain","Judo",1998-06-01,0,0,26
"GARCIA TORNE David","Male","Spain","Judo",1997-08-04,0,0,26
"GARRIGOS Francisco","Male","Spain","Judo",1994-12-09,0,0,29
"MARTINEZ ABELENDA Laura","Female","Spain","Judo",1998-12-01,0,0,25
"MOSAKHLISHVILI Tristani","Male","Spain","Judo",1997-12-31,0,0,26
"SHERAZADISHVILI Nikoloz","Male","Spain","Judo",1996-02-19,0,0,28
"TORO SOLER Ariane","Female","Spain","Judo",2003-07-10,0,0,21
"TSUNODA ROUSTANT Ai","Female","Spain","Judo",2002-04-19,0,0,22
"SILVA Djamila","Female","Cabo Verde","Judo",1996-08-13,0,0,27
"YULDOSHEV Murodjon","Male","Uzbekistan","Judo",1995-08-09,0,0,28
"ABDELGHANY Abdelrahman","Male","Egypt","Judo",1998-12-19,0,0,25
"SAMY Youssry","Male","Egypt","Judo",2003-04-15,0,0,21
"TAKAYAWA Gerard","Male","Fiji","Judo",2005-11-07,0,0,18
"BOLTABOEV Sharofiddin","Male","Uzbekistan","Judo",1995-11-19,0,0,28
"LIEN Chen-Ling","Female","Chinese Taipei","Judo",1988-01-31,0,0,36
"YANG Yung Wei","Male","Chinese Taipei","Judo",1997-09-28,0,0,26
"LIN Chen-Hao","Female","Chinese Taipei","Judo",1997-10-26,0,0,26
"BOBONOV Davlat","Male","Uzbekistan","Judo",1997-06-07,0,0,27
"TUROBOYEV Muzaffarbek","Male","Uzbekistan","Judo",2000-04-05,0,0,24
"BORCHASHVILI Wachid","Male","Austria","Judo",1998-09-24,0,0,25
"FARA Aaron","Male","Austria","Judo",1997-06-21,0,0,27
"GASSNER Samuel","Male","Austria","Judo",2001-05-25,0,0,23
"PIOVESANA Lubjana","Female","Austria","Judo",1997-01-03,0,0,27
"POLLERES Michaela","Female","Austria","Judo",1997-07-15,0,0,27
"TANZER Katharina","Female","Austria","Judo",1995-07-26,0,0,29
"ESCANO Maria","Female","Guam","Judo",2002-01-29,0,0,22
"YUSUPOV Alisher","Male","Uzbekistan","Judo",1998-11-27,0,0,25
"KURBONOVA Khalimajon","Female","Uzbekistan","Judo",2002-01-04,0,0,22
"KELDIYOROVA Diyora","Female","Uzbekistan","Judo",1998-07-13,0,0,26
"KHOJAZODA Behruzi","Male","Tajikistan","Judo",1995-01-11,0,0,29
"RAKHIMOV Temur","Male","Tajikistan","Judo",1997-07-08,0,0,27
"DABONNE Zouleiha Abzetta","Female","Côte d'Ivoire","Judo",1992-12-15,0,0,31
"AMINOVA Shukurjon","Female","Uzbekistan","Judo",2002-11-16,0,0,21
"MATNIYAZOVA Gulnoza","Female","Uzbekistan","Judo",1994-08-10,0,0,29
"KURBANBAEVA Iriskhon","Female","Uzbekistan","Judo",2002-03-18,0,0,22
"FIZEL Marius","Male","Slovakia","Judo",1999-01-13,0,0,25
"KRISTO Katarina","Female","Croatia","Judo",2002-03-20,0,0,22
"BRANSER Marie","Female","Guinea","Judo",1992-08-15,0,0,31
"ESTEVES Mariana","Female","Guinea","Judo",1996-04-02,0,0,28
"YILDIZ Salih","Male","Türkiye","Judo",2001-01-01,0,0,23
"DEMIREL Muhammed","Male","Türkiye","Judo",2002-11-08,0,0,21
"ALBAYRAK Vedat","Male","Türkiye","Judo",1993-06-04,0,0,31
"ZGANK Mihael","Male","Türkiye","Judo",1994-02-01,0,0,30
"TATAROGLU Ibrahim","Male","Türkiye","Judo",2006-01-01,0,0,18
"BEDER Tugce","Female","Türkiye","Judo",1999-11-15,0,0,24
"OGEL Fidan","Female","Türkiye","Judo",2002-01-17,0,0,22
"OZDEMIR Kayra","Female","Türkiye","Judo",1988-02-13,0,0,36
"MAKHMADBEKOV Somon","Male","Tajikistan","Judo",1999-03-24,0,0,25
"NYMAN Marcus","Male","Sweden","Judo",1990-08-14,0,0,33
"BABULFATH Tara","Female","Sweden","Judo",2006-01-03,0,0,18
"MAHARANI Maryam March","Female","Indonesia","Judo",2000-03-08,0,0,24
"del TORO CARVAJAL Maylin","Female","Cuba","Judo",1994-10-22,0,0,29
"ORTIZ Idalys","Female","Cuba","Judo",1989-09-27,0,0,34
"SILVA MORALES Ivan Felipe","Male","Cuba","Judo",1996-02-08,0,0,28
"MLUGU Andrew Thomas","Male","Tanzania","Judo",1995-11-12,0,0,28
"GRANDA Andy","Male","Cuba","Judo",1992-02-04,0,0,32
"GUO Zongying","Female","China","Judo",1999-02-14,0,0,25
"ZHU Yeqing","Female","China","Judo",1998-01-01,0,0,26
"CAI Qi","Female","China","Judo",1995-06-08,0,0,29
"TANG Jing","Female","China","Judo",1995-06-08,0,0,29
"MA Zhenzhao","Female","China","Judo",1998-04-24,0,0,26
"XU Shiyan","Female","China","Judo",1997-03-15,0,0,27
"BOUKLI Shirine","Female","France","Judo",1999-01-24,0,0,25
"BUCHARD Amandine","Female","France","Judo",1995-07-12,0,0,29
"CYSIQUE Sarah Leonie","Female","France","Judo",1998-07-06,0,0,26
"AGBEGNENOU Clarisse","Female","France","Judo",1992-10-25,0,0,31
"GAHIE Marie Eve","Female","France","Judo",1996-11-27,0,0,27
"MALONGA Madeleine","Female","France","Judo",1993-12-25,0,0,30
"DICKO Romane","Female","France","Judo",1999-09-30,0,0,24
"MKHEIDZE Luka","Male","France","Judo",1996-01-05,0,0,28
"KHYAR Walide","Male","France","Judo",1995-06-09,0,0,29
"GABA Joan-Benjamin","Male","France","Judo",2001-01-07,0,0,23
"DJALO Alpha Oumar","Male","France","Judo",1996-09-05,0,0,27
"NGAYAP HAMBOU Maxime-Gael","Male","France","Judo",2001-06-22,0,0,23
"DIESSE Aurelien","Male","France","Judo",1997-10-16,0,0,26
"RINER Teddy","Male","France","Judo",1989-04-07,0,0,35
"RISHONY Shira","Female","Israel","Judo",1991-02-21,0,0,33
"PRIMO Gefen","Female","Israel","Judo",2000-03-26,0,0,24
"NELSON LEVY Timna","Female","Israel","Judo",1994-07-07,0,0,30
"SHARIR Gili","Female","Israel","Judo",1999-11-22,0,0,24
"GOSHEN Maya","Female","Israel","Judo",2000-06-25,0,NA,24
"LANIR Inbar","Female","Israel","Judo",2000-04-03,0,0,24
"HERSHKO Raz","Female","Israel","Judo",1998-06-19,0,0,26
"WOLCZAK Yam","Male","Israel","Judo",2003-05-07,0,0,21
"SHMAILOV Baruch","Male","Israel","Judo",1994-09-02,0,0,29
"BUTBUL Tohar","Male","Israel","Judo",1994-01-24,0,0,30
"MUKI Sagi","Male","Israel","Judo",1992-05-17,0,0,32
"PALTCHIK Peter","Male","Israel","Judo",1992-01-04,0,0,32
"OLSEN Laerke","Female","Denmark","Judo",1998-06-21,0,0,26
"KHANKAN Adnan","Male","EOR","Judo",1994-05-01,0,0,30
"BARBARI ZHARFI Mahboubeh","Female","EOR","Judo",1991-12-28,0,0,32
"RASHNONEZHAD Mohammad","Male","EOR","Judo",1996-04-03,0,0,28
"DAHOUK Muna","Female","EOR","Judo",1995-08-27,0,0,28
"SHAHEEN Nigara","Female","EOR","Judo",1993-07-06,0,0,31
"ARAB Sibghatullah","Male","EOR","Judo",2001-07-04,0,0,23
"MORENO Jairo","Male","El Salvador","Judo",2001-10-15,0,0,22
"ALHASSANE Ismael","Male","Niger","Judo",1994-07-14,0,0,30
"FUNAKUBO Haruka","Female","Japan","Judo",1998-10-10,0,0,25
"TSUNODA Natsumi","Female","Japan","Judo",1992-08-06,0,0,31
"HASHIMOTO Soichi","Male","Japan","Judo",1991-08-24,0,0,32
"TAKAYAMA Rika","Female","Japan","Judo",1994-08-27,0,0,29
"NIIZOE Saki","Female","Japan","Judo",1996-07-04,0,0,28
"SAITO Tatsuru","Male","Japan","Judo",2002-03-08,0,0,22
"MURAO Sanshiro","Male","Japan","Judo",2000-08-28,0,0,23
"NAGAYAMA Ryuju","Male","Japan","Judo",1996-04-15,0,0,28
"ABE Uta","Female","Japan","Judo",2000-07-14,0,0,24
"SONE Akira","Female","Japan","Judo",2000-07-09,0,0,24
"ABE Hifumi","Male","Japan","Judo",1997-08-09,0,0,26
"WOLF Aaron","Male","Japan","Judo",1996-02-25,0,0,28
"NAGASE Takanori","Male","Japan","Judo",1993-10-14,0,0,30
"TAKAICHI Miku","Female","Japan","Judo",1994-04-07,0,0,30
"ZULU Simon","Male","Zambia","Judo",2001-08-31,0,0,22
"GILES Chelsie","Female","Great Britain","Judo",1997-01-25,0,0,27
"NAIRNE Lele","Female","Great Britain","Judo",1997-09-29,0,0,26
"REID Emma","Female","Great Britain","Judo",1995-05-24,0,0,29
"RENSHALL Lucy","Female","Great Britain","Judo",1995-12-11,0,0,28
"YEATS-BROWN Katie-Jemima","Female","Great Britain","Judo",1995-07-05,0,0,29
"EMOMALI Nurali","Male","Tajikistan","Judo",2002-04-08,0,0,22
"MATIC Barbara","Female","Croatia","Judo",1994-12-03,0,0,29
"TERADA Masayuki","Male","Thailand","Judo",1995-12-09,0,0,28
"CASSE Matthias","Male","Belgium","Judo",1997-02-19,0,0,27
"VERSTRAETEN Jorre","Male","Belgium","Judo",1997-12-04,0,0,26
"WILLEMS Gabriella","Female","Belgium","Judo",1997-07-01,0,0,27
"ESPOSITO Katryna","Female","Malta","Judo",2000-08-11,0,0,23
"KALJULAID Klen Kristofer","Male","Estonia","Judo",1995-03-25,0,0,29
"KUMRIC Zlatko","Male","Croatia","Judo",1994-03-07,0,0,30
"FEUILLET Remi","Male","Mauritius","Judo",1992-12-22,0,0,31
"PUUMALAINEN Martti","Male","Finland","Judo",1997-04-14,0,0,27
"SAHA Luukas","Male","Finland","Judo",1998-07-07,0,0,26
"GERCSAK Szabina","Female","Hungary","Judo",1996-07-09,0,0,28
"OZBAS Szofi","Female","Hungary","Judo",2001-10-19,0,0,22
"PUPP Reka","Female","Hungary","Judo",1996-07-04,0,0,28
"TOTH Krisztian","Male","Hungary","Judo",1994-05-01,0,0,30
"UNGVARI Attila","Male","Hungary","Judo",1988-10-25,0,0,35
"VEG Zsombor","Male","Hungary","Judo",2001-10-16,0,0,22
"APRAHAMIAN Alain","Male","Uruguay","Judo",1988-01-26,0,0,36
"ENKHTAIVAN Ariunbold","Male","Mongolia","Judo",1995-10-08,0,0,28
"YONDONPERENLEI Baskhuu","Male","Mongolia","Judo",1993-10-01,0,0,30
"BATKHUYAG Gonchigsuren","Male","Mongolia","Judo",1999-08-25,0,0,24
"GUIMENDEGO Nadia Matchiko","Female","Centr Afric Re","Judo",1997-04-27,0,0,27
"ODKHUU Tsetsentsengel","Male","Mongolia","Judo",1999-10-18,0,0,24
"BATZAYA Erdenebayar","Male","Mongolia","Judo",2000-03-05,0,0,24
"AIBEK UULU Kubanychbek","Male","Kyrgyzstan","Judo",2000-10-28,0,0,23
"AMARSAIKHAN Adiyasuren","Female","Mongolia","Judo",2000-03-26,0,0,24
"BAVUUDORJ Baasankhuu","Female","Mongolia","Judo",1999-11-26,0,0,24
"SHEROV Erlan","Male","Kyrgyzstan","Judo",1998-06-19,0,0,26
"MADZHIDOV Dzhakhongir","Male","Tajikistan","Judo",2000-05-16,0,0,24
"FAIZAD Mohammad Samim","Male","Afghanistan","Judo",2002-08-07,0,0,21
"LKHAGVASUREN Sosorbaram","Female","Mongolia","Judo",2001-03-22,0,0,23
"OTGONBAYAR Khuslen","Female","Mongolia","Judo",2004-10-26,0,0,19
"LKHAGVATOGOO Enkhriilen","Female","Mongolia","Judo",1998-12-28,0,0,25
"BRICENO Thomas","Male","Chile","Judo",1993-09-16,0,0,30
"BARRIOS Anriquelis","Female","Venezuela","Judo",1993-08-20,0,0,30
"METELLUS Philippe Abel","Male","Haiti","Judo",1990-05-30,0,0,34
"SCUTTO Assunta","Female","Italy","Judo",2002-01-17,0,0,22
"GIUFFRIDA Odette","Female","Italy","Judo",1994-10-12,0,0,29
"TONIOLO Veronica","Female","Italy","Judo",2003-05-20,0,0,21
"BELLANDI Alice","Female","Italy","Judo",1998-11-20,0,0,25
"LOMBARDO Manuel","Male","Italy","Judo",1998-12-04,0,0,25
"PARLATI Christian","Male","Italy","Judo",1998-01-23,0,0,26
"TAVANO Asya","Female","Italy","Judo",2002-06-06,0,0,22
"CARLINO Andrea","Male","Italy","Judo",1997-01-17,0,0,27
"PIRAS Matteo","Male","Italy","Judo",1993-09-30,0,0,30
"ESPOSITO Antonio","Male","Italy","Judo",1994-11-18,0,0,29
"PIRELLI Gennaro","Male","Italy","Judo",2000-08-21,0,0,23
"RUSSO Savita","Female","Italy","Judo",2005-05-18,0,0,19
"KLAMMERT David","Male","Czechia","Judo",1994-04-09,0,0,30
"KRPALEK Lukas","Male","Czechia","Judo",1990-11-15,0,0,33
"ZACHOVA Renata","Female","Czechia","Judo",2000-05-31,0,0,24
"AN Baul","Male","Korea","Judo",1994-03-25,0,0,30
"HAN Juyeo","Male","Korea","Judo",1999-04-21,0,0,25
"HUH Mimi","Female","Korea","Judo",2002-12-19,0,0,21
"KIM Hayun","Female","Korea","Judo",2000-01-07,0,0,24
"KIM Jisu","Female","Korea","Judo",2000-12-12,0,0,23
"KIM Minjong","Male","Korea","Judo",2000-09-01,0,0,23
"KIM Won Jin","Male","Korea","Judo",1992-05-01,0,0,32
"LEE Joonhwan","Male","Korea","Judo",2002-06-19,0,0,22
"YOON Hyunji","Female","Korea","Judo",1994-02-14,0,0,30
"RASOANAIVO RAZAFY Aina Laura","Female","Madagascar","Judo",2004-01-24,0,0,20
"MORILLO Moira","Female","Dominican Republic","Judo",2001-02-15,0,0,23
"VARGAS LEY Mary Dee","Female","Chile","Judo",1996-12-07,0,0,27
"LASSO Erika","Female","Colombia","Judo",1999-06-23,0,0,25
"FLORENTINO Robert","Male","Dominican Republic","Judo",1997-06-14,182,0,27
"BADAWI Fares","Male","Palestine","Judo",1996-07-25,178,0,28
"ABUZHAKYNOVA Abiba","Female","Kazakhstan","Judo",1997-07-04,0,0,27
"BERLIKASH Kamila","Female","Kazakhstan","Judo",1999-11-09,0,0,24
"KUYULOVA Esmigul","Female","Kazakhstan","Judo",2002-05-11,0,0,22
"SMETOV Yeldos","Male","Kazakhstan","Judo",1992-09-09,0,0,31
"KYRGYZBAYEV Gusman","Male","Kazakhstan","Judo",1992-09-28,0,0,31
"SHAMSHAYEV Daniyar","Male","Kazakhstan","Judo",2001-08-03,0,0,22
"ZHUBANAZAR Abylaikhan","Male","Kazakhstan","Judo",2000-02-15,0,0,24
"SHARKHAN Nurlykhan","Male","Kazakhstan","Judo",2000-04-18,0,0,24
"SARDALASHVILI Giorgi","Male","Georgia","Judo",2003-05-26,0,0,21
"NDIAYE Mbagnick","Male","Senegal","Judo",1993-11-05,0,0,30
"NIRAGIRA Ange Ciella","Female","Burundi","Judo",2002-12-25,0,0,21
"de VILLIERS Moira","Female","New Zealand","Judo",1990-03-16,0,0,34
"ANDREWS Sydnee","Female","New Zealand","Judo",2002-12-15,0,0,21
"JUNG Yerin","Female","Korea","Judo",1996-07-15,0,0,28
"LEE Hyekyeong","Female","Korea","Judo",1996-01-12,0,0,28
"CERIC Larisa","Female","Bosnia & Herzegovina","Judo",1991-01-26,0,0,33
"SAMARDZIC Aleksandra","Female","Bosnia & Herzegovina","Judo",1997-09-23,0,0,26
"TIMO Barbara","Female","Portugal","Judo",1991-03-10,0,0,33
"COSTA Catarina","Female","Portugal","Judo",1996-09-21,0,0,27
"FERNANDO Joao","Male","Portugal","Judo",1999-11-07,0,0,24
"FONSECA Jorge","Male","Portugal","Judo",1992-10-30,0,0,31
"SAMPAIO Patricia","Female","Portugal","Judo",1999-06-30,0,0,25
"NUNES Rochele","Female","Portugal","Judo",1989-06-19,0,0,35
"PINA Tais","Female","Portugal","Judo",2004-10-13,0,0,19
"MZOUGUI Sarra","Female","Tunisia","Judo",1994-03-08,0,0,30
"BEDIOUI Oumaima","Female","Tunisia","Judo",1998-01-27,0,0,26
"POSTIGOS Juan","Male","Peru","Judo",1989-05-13,0,0,35
"COUGHLAN Aoife","Female","Australia","Judo",1995-10-13,0,0,28
"KATZ Joshua","Male","Australia","Judo",1997-12-29,0,0,26
"HAECKER Katharina","Female","Australia","Judo",1992-07-31,0,0,31
"POLLING Kim","Female","Italy","Judo",1991-02-08,0,0,33
"NIKOLIC Milica","Female","Serbia","Judo",1994-11-07,0,0,29
"PERISIC Marica","Female","Serbia","Judo",2000-01-25,0,0,24
"ZABIC Milica","Female","Serbia","Judo",1994-04-12,0,0,30
"BUNCIC Strahinja","Male","Serbia","Judo",1996-01-05,0,0,28
"KUKOLJ Aleksandar","Male","Serbia","Judo",1991-09-09,0,0,32
"MAJDOV Nemanja","Male","Serbia","Judo",1996-08-10,0,0,27
"MANE Bubacar","Male","Guinea-Bissau","Judo",1986-12-31,0,0,37
"MARENCO Izayana","Female","Nicaragua","Judo",1992-10-09,0,0,31
"CHALA Vanessa","Female","Ecuador","Judo",1990-03-13,0,0,34
"SOPPI MBELLA Richelle Anita","Female","Cameroon","Judo",1990-01-04,0,0,34
"DELGADO Angelica","Female","United States","Judo",1990-12-14,0,0,33
"JAYNE John","Male","United States","Judo",1997-03-04,0,0,27
"LABORDE Maria Celia","Female","United States","Judo",1990-08-02,0,0,33
"YONEZUKA Jack","Male","United States","Judo",2003-05-20,0,0,21
"SOLIS Jacqueline","Female","Guatemala","Judo",1988-12-22,0,0,35
"SOUZA Beatriz","Female","Brazil","Judo",1998-05-20,0,0,26
"CARGNIN Daniel","Male","Brazil","Judo",1997-12-20,0,0,26
"SCHIMIDT Guilherme","Male","Brazil","Judo",2000-11-06,0,0,23
"QUADROS Ketleyn","Female","Brazil","Judo",1987-10-01,0,0,36
"GONCALVES Leonardo","Male","Brazil","Judo",1996-03-01,0,0,28
"PIMENTA Larissa","Female","Brazil","Judo",1999-03-01,0,0,25
"AUGUSTO Michel","Male","Brazil","Judo",2004-11-09,0,0,19
"AGUIAR Mayra","Female","Brazil","Judo",1991-08-03,0,0,32
"FERREIRA Natasha","Female","Brazil","Judo",1999-06-01,0,0,25
"MACEDO Rafael","Male","Brazil","Judo",1994-08-15,0,0,29
"SILVA Rafaela","Female","Brazil","Judo",1992-04-24,0,0,32
"SILVA Rafael","Male","Brazil","Judo",1987-05-11,0,0,37
"LIMA Willian","Male","Brazil","Judo",2000-01-31,0,0,24
"BEAUCHEMIN-PINARD Catherine","Female","Canada","Judo",1994-06-26,0,0,30
"DEGUCHI Christa","Female","Canada","Judo",1995-10-29,0,0,28
"MARGELIDON Arthur","Male","Canada","Judo",1993-10-12,0,0,30
"PORTUONDO ISASI Ana Laura","Female","Canada","Judo",1996-03-09,0,0,28
"ELNAHAS Shady","Male","Canada","Judo",1998-03-27,0,0,26
"DEGUCHI Kelly","Female","Canada","Judo",1999-02-13,0,0,25
"GAUTHIER DRAPEAU Francois","Male","Canada","Judo",1998-01-27,0,0,26
"NIKIFOROV Toma","Male","Belgium","Judo",1993-01-25,0,0,31
"STODOLSKI Adam","Male","Poland","Judo",2000-03-02,0,0,24
"KUCZERA Piotr","Male","Poland","Judo",1995-02-25,0,0,29
"PONGRACZ Bence","Male","Hungary","Judo",1999-09-23,0,0,24
"SZYMANSKA Angelika","Female","Poland","Judo",1999-10-16,0,0,24
"PACUT-KLOCZKO Beata","Female","Poland","Judo",1995-12-13,0,0,28
"KOROMA Mariama","Female","Sierra Leone","Judo",2006-08-06,0,0,17
"TELTSIDOU Elisavet","Female","Greece","Judo",1995-11-08,0,0,28
"TSELIDIS Theodoros","Male","Greece","Judo",1996-08-05,0,0,27
"WONG Ka Lee","Female","Hong Kong, China","Judo",1998-06-03,0,0,26
"SHERIFOVSKI Edi","Male","North Macedonia","Judo",2001-08-28,0,0,22
"HOUINATO Valentin","Male","Benin","Judo",1996-10-15,0,0,27
"BELKADI Amina","Female","Algeria","Judo",1992-11-10,0,0,31
"DRIS Messaoud Redouane","Male","Algeria","Judo",2001-09-13,0,0,22
"LILI Mohamed El Mehdi","Male","Algeria","Judo",1995-09-22,0,0,28
"KISOKA Arnold","Male","DR Congo","Judo",2000-09-04,0,0,23
"JIMENEZ Kristine","Female","Panama","Judo",1995-09-19,0,0,28
"PEDRO Edmilson","Male","Angola","Judo",1997-05-23,0,0,27
"TIEBWA Nera","Female","Kiribati","Judo",2008-10-02,0,0,15
"van DIJKE Sanne","Female","Netherlands","Judo",1995-07-21,0,0,29
"van LIESHOUT Joanne","Female","Netherlands","Judo",2002-11-08,0,0,21
"KAMPS Marit","Female","Netherlands","Judo",2001-03-04,0,0,23
"BEURSKENS Julie","Female","Netherlands","Judo",2004-07-12,0,0,20
"STEENHUIS Guusje","Female","Netherlands","Judo",1992-10-27,0,0,31
"de WIT Frank","Male","Netherlands","Judo",1996-02-13,0,0,28
"van T END Noel","Male","Netherlands","Judo",1991-06-15,0,0,33
